"","sat","tothrs","hsize","hsrank","colgpa","athlete","female","white","black"
"2058",1240,45,2.04,20,1.9400001,"FALSE","FALSE","TRUE","FALSE"
"2059",1030,20,2.5,21,3.45,"FALSE","TRUE","TRUE","FALSE"
"2060",1080,65,2.44,18,2.29,"FALSE","FALSE","TRUE","FALSE"
"2061",990,72,2.44,27,3.1800001,"FALSE","TRUE","TRUE","FALSE"
"2062",1290,74,2.44,26,3.02,"FALSE","FALSE","FALSE","FALSE"
"2063",880,45,2.77,85,2.7,"FALSE","TRUE","TRUE","FALSE"
"2064",1150,64,2.44,6,2.77,"FALSE","FALSE","TRUE","FALSE"
"2065",1240,44,2.04,5,3.25,"FALSE","TRUE","TRUE","FALSE"
"2066",1000,9,2.5,26,2.6099999,"FALSE","FALSE","TRUE","FALSE"
"2067",990,42,2.04,31,2.1400001,"TRUE","TRUE","FALSE","TRUE"
"2068",1130,109,2.57,18,3.47,"FALSE","FALSE","TRUE","FALSE"
"2069",1110,46,2.04,9,3.3800001,"FALSE","FALSE","TRUE","FALSE"
"2070",980,67,2.44,15,2.1800001,"FALSE","TRUE","TRUE","FALSE"
"2071",950,77,2.44,19,3.77,"FALSE","TRUE","TRUE","FALSE"
"2072",1200,45,2.68,6,2.8199999,"FALSE","TRUE","TRUE","FALSE"
"2073",950,73,2.68,43,2.0799999,"FALSE","FALSE","TRUE","FALSE"
"2074",1020,19,2.72,15,2.6900001,"FALSE","FALSE","TRUE","FALSE"
"2075",850,41,2.68,59,2,"FALSE","FALSE","TRUE","FALSE"
"2076",1010,90,2.75,82,1.77,"FALSE","FALSE","TRUE","FALSE"
"2077",1260,15,2.72,4,3.29,"FALSE","TRUE","TRUE","FALSE"
"2078",870,67,2.68,15,2.0599999,"FALSE","TRUE","FALSE","TRUE"
"2079",970,102,2.72,49,2.45,"FALSE","FALSE","TRUE","FALSE"
"2080",870,66,2.68,13,2.6099999,"FALSE","FALSE","TRUE","FALSE"
"2081",1130,77,2.68,4,3.1800001,"FALSE","TRUE","TRUE","FALSE"
"2082",860,68,3.03,114,2.8399999,"FALSE","FALSE","TRUE","FALSE"
"2083",950,41,2.68,26,0.75999999,"FALSE","TRUE","TRUE","FALSE"
"2084",890,75,2.68,30,2.1700001,"FALSE","FALSE","TRUE","FALSE"
"2085",1050,19,2.72,2,3.5,"FALSE","FALSE","TRUE","FALSE"
"2086",940,45,2.68,71,1.52,"FALSE","FALSE","TRUE","FALSE"
"2087",950,45,2.68,16,2.76,"FALSE","FALSE","TRUE","FALSE"
"2088",1020,15,2.72,139,2.1300001,"FALSE","FALSE","TRUE","FALSE"
"2089",1180,45,2.68,12,3.4100001,"FALSE","FALSE","TRUE","FALSE"
"2090",690,44,3.15,160,1.75,"FALSE","TRUE","TRUE","FALSE"
"2091",770,103,2.75,60,2.8800001,"FALSE","TRUE","TRUE","FALSE"
"2092",1030,72,2.68,14,3.6199999,"FALSE","FALSE","TRUE","FALSE"
"2093",1020,7,2.72,40,2.3,"FALSE","FALSE","TRUE","FALSE"
"2094",1120,62,2.68,18,1.92,"FALSE","FALSE","TRUE","FALSE"
"2095",730,43,3.09,75,1.53,"FALSE","FALSE","TRUE","FALSE"
"2096",780,2,3.14,30,2.24,"FALSE","TRUE","TRUE","FALSE"
"2097",890,23,2.72,31,2.6500001,"FALSE","TRUE","TRUE","FALSE"
"2098",930,45,2.68,67,2.1700001,"FALSE","FALSE","TRUE","FALSE"
"2099",1060,102,2.75,31,2.0899999,"FALSE","TRUE","TRUE","FALSE"
"2100",840,43,2.68,105,1.53,"FALSE","TRUE","TRUE","FALSE"
"2101",1090,33,2.68,69,1.5,"FALSE","FALSE","TRUE","FALSE"
"2102",800,17,2.72,54,2.48,"FALSE","TRUE","TRUE","FALSE"
"2103",1140,8,2.72,22,2.23,"FALSE","FALSE","TRUE","FALSE"
"2104",830,13,2.72,37,2.5999999,"FALSE","TRUE","TRUE","FALSE"
"2105",880,99,3.03,13,2.3299999,"FALSE","TRUE","TRUE","FALSE"
"2106",1460,45,3.57,2,2.9400001,"FALSE","FALSE","TRUE","FALSE"
"2107",1030,71,2.95,32,3.1700001,"FALSE","FALSE","TRUE","FALSE"
"2108",970,71,2.68,37,3,"FALSE","TRUE","TRUE","FALSE"
"2109",900,110,3.01,9,2.95,"FALSE","TRUE","TRUE","FALSE"
"2110",1010,43,0.12,2,1.9299999,"FALSE","TRUE","TRUE","FALSE"
"2111",1040,108,0.11,2,2.77,"FALSE","TRUE","TRUE","FALSE"
"2112",870,45,0.1,6,3.47,"FALSE","FALSE","TRUE","FALSE"
"2113",910,70,0.11,2,2.3199999,"FALSE","FALSE","TRUE","FALSE"
"2114",720,46,2.08,50,2.4400001,"FALSE","FALSE","TRUE","FALSE"
"2115",1000,41,2.08,38,1.92,"FALSE","TRUE","FALSE","TRUE"
"2116",1180,95,1.85,2,3.78,"FALSE","FALSE","TRUE","FALSE"
"2117",960,75,2.05,65,1.92,"FALSE","FALSE","TRUE","FALSE"
"2118",860,41,2.08,59,2.3800001,"FALSE","FALSE","FALSE","TRUE"
"2119",1060,44,2.08,10,3.25,"FALSE","FALSE","TRUE","FALSE"
"2120",1120,43,2.08,4,2.73,"FALSE","TRUE","TRUE","FALSE"
"2121",820,64,2.05,36,1.67,"FALSE","TRUE","TRUE","FALSE"
"2122",880,41,2.08,6,2.3800001,"FALSE","TRUE","FALSE","TRUE"
"2123",1060,45,2.08,12,2.8199999,"FALSE","FALSE","TRUE","FALSE"
"2124",940,98,1.85,26,2.1300001,"FALSE","TRUE","FALSE","TRUE"
"2125",940,45,0.85,1,3.5799999,"FALSE","TRUE","FALSE","TRUE"
"2126",740,65,1.26,4,1.41,"FALSE","TRUE","FALSE","TRUE"
"2127",990,22,0.37,16,2.6300001,"FALSE","FALSE","TRUE","FALSE"
"2128",1180,17,0.25,2,3.6600001,"FALSE","TRUE","TRUE","FALSE"
"2129",950,98,0.27,8,3.0599999,"FALSE","FALSE","TRUE","FALSE"
"2130",950,21,0.25,14,2.26,"FALSE","FALSE","TRUE","FALSE"
"2131",970,103,0.27,5,3.6700001,"FALSE","TRUE","TRUE","FALSE"
"2132",1130,46,2.89,3,3.6099999,"FALSE","FALSE","TRUE","FALSE"
"2133",1280,46,2.89,11,3.22,"FALSE","FALSE","TRUE","FALSE"
"2134",970,43,2.89,50,2.8599999,"FALSE","FALSE","TRUE","FALSE"
"2135",830,65,2.45,73,2.02,"TRUE","FALSE","TRUE","FALSE"
"2136",1000,2,2.63,46,2.71,"FALSE","TRUE","TRUE","FALSE"
"2137",870,70,2.52,25,2.8199999,"FALSE","TRUE","TRUE","FALSE"
"2138",1020,113,3.05,19,2.28,"FALSE","FALSE","TRUE","FALSE"
"2139",1190,43,2.89,7,4,"FALSE","FALSE","TRUE","FALSE"
"2140",900,70,3.05,18,3.1300001,"FALSE","TRUE","TRUE","FALSE"
"2141",1100,69,2.52,22,2.46,"FALSE","FALSE","TRUE","FALSE"
"2142",780,48,2.89,87,1.95,"FALSE","FALSE","TRUE","FALSE"
"2143",870,66,2.52,40,2.47,"FALSE","TRUE","TRUE","FALSE"
"2144",1130,76,2.62,90,1.71,"FALSE","FALSE","TRUE","FALSE"
"2145",1020,43,2.75,96,2,"FALSE","FALSE","TRUE","FALSE"
"2146",990,106,2.5,25,2.6900001,"FALSE","FALSE","TRUE","FALSE"
"2147",1030,56,2.28,3,3.46,"FALSE","TRUE","FALSE","FALSE"
"2148",970,19,2.52,12,2.47,"FALSE","TRUE","TRUE","FALSE"
"2149",1170,101,2.5,34,2.51,"FALSE","FALSE","TRUE","FALSE"
"2150",1060,13,2.52,19,2.8499999,"FALSE","FALSE","TRUE","FALSE"
"2151",1120,12,2.52,15,2.5799999,"FALSE","FALSE","TRUE","FALSE"
"2152",820,42,2.75,78,1.85,"FALSE","TRUE","TRUE","FALSE"
"2153",860,41,2.75,49,2.3800001,"FALSE","TRUE","TRUE","FALSE"
"2154",980,71,2.28,12,2.78,"FALSE","TRUE","TRUE","FALSE"
"2155",1100,106,2.5,6,3.54,"FALSE","FALSE","TRUE","FALSE"
"2156",1140,115,2.5,9,3.73,"FALSE","FALSE","TRUE","FALSE"
"2157",950,43,2.75,23,1.86,"FALSE","TRUE","TRUE","FALSE"
"2158",1040,1,2.52,7,2.23,"FALSE","TRUE","TRUE","FALSE"
"2159",820,44,2.75,45,2.25,"FALSE","TRUE","TRUE","FALSE"
"2160",1060,71,2.28,6,3.51,"FALSE","TRUE","TRUE","FALSE"
"2161",880,44,2.75,83,2.5599999,"FALSE","TRUE","TRUE","FALSE"
"2162",1340,10,2.52,1,3.4400001,"FALSE","TRUE","TRUE","FALSE"
"2163",1060,67,2.28,58,2.1800001,"FALSE","FALSE","TRUE","FALSE"
"2164",1050,63,2.28,26,2.74,"FALSE","FALSE","TRUE","FALSE"
"2165",1080,44,2.75,21,3.3099999,"FALSE","FALSE","TRUE","FALSE"
"2166",990,67,2.28,36,2.1800001,"FALSE","FALSE","TRUE","FALSE"
"2167",920,43,2.75,39,2.8,"FALSE","TRUE","TRUE","FALSE"
"2168",1050,66,2.28,84,2.21,"FALSE","FALSE","TRUE","FALSE"
"2169",720,3,2.46,13,2.0799999,"FALSE","TRUE","FALSE","TRUE"
"2170",770,100,2.57,26,2.22,"FALSE","FALSE","FALSE","TRUE"
"2171",1190,45,1.96,6,2.4100001,"FALSE","FALSE","FALSE","TRUE"
"2172",870,27,1.5,34,2.5799999,"FALSE","FALSE","TRUE","FALSE"
"2173",1140,107,1.86,7,3.79,"FALSE","FALSE","TRUE","FALSE"
"2174",1040,43,2.38,11,3.0599999,"FALSE","TRUE","TRUE","FALSE"
"2175",1050,43,2.38,31,2.46,"FALSE","FALSE","TRUE","FALSE"
"2176",1320,45,2.38,1,4,"FALSE","FALSE","TRUE","FALSE"
"2177",850,71,1.89,28,2.6300001,"FALSE","TRUE","TRUE","FALSE"
"2178",950,4,1.48,18,2.53,"TRUE","FALSE","TRUE","FALSE"
"2179",1100,18,1.48,46,3.1600001,"FALSE","FALSE","TRUE","FALSE"
"2180",1290,43,2.38,6,4,"FALSE","FALSE","TRUE","FALSE"
"2181",960,15,1.48,4,2.95,"FALSE","TRUE","TRUE","FALSE"
"2182",1050,41,2.38,41,1.76,"FALSE","FALSE","TRUE","FALSE"
"2183",890,68,1.89,39,2.8599999,"FALSE","TRUE","TRUE","FALSE"
"2184",1020,103,1.78,35,2.2,"FALSE","FALSE","TRUE","FALSE"
"2185",1110,99,1.78,12,2.21,"FALSE","FALSE","TRUE","FALSE"
"2186",960,47,2.38,38,2.21,"FALSE","TRUE","TRUE","FALSE"
"2187",930,42,2.38,98,2.71,"FALSE","FALSE","TRUE","FALSE"
"2188",1190,70,1.89,7,2.8199999,"FALSE","TRUE","TRUE","FALSE"
"2189",980,41,2.38,46,2.76,"TRUE","FALSE","TRUE","FALSE"
"2190",1230,45,2.38,5,4,"FALSE","FALSE","TRUE","FALSE"
"2191",940,45,2.38,36,2.52,"FALSE","FALSE","TRUE","FALSE"
"2192",1040,67,1.89,63,3.1600001,"FALSE","FALSE","TRUE","FALSE"
"2193",960,100,1.5,8,3.3199999,"FALSE","FALSE","TRUE","FALSE"
"2194",1060,9,1.5,35,2.3599999,"FALSE","FALSE","TRUE","FALSE"
"2195",1280,45,2.38,17,3.47,"FALSE","FALSE","TRUE","FALSE"
"2196",1340,45,2.38,8,4,"FALSE","FALSE","TRUE","FALSE"
"2197",1050,110,1.78,34,1.77,"FALSE","FALSE","TRUE","FALSE"
"2198",1100,71,1.89,24,2.3099999,"FALSE","FALSE","TRUE","FALSE"
"2199",980,43,2.38,10,3.73,"FALSE","TRUE","TRUE","FALSE"
"2200",1130,73,1.89,10,2.9100001,"FALSE","FALSE","TRUE","FALSE"
"2201",1140,108,0.63,3,2.6199999,"FALSE","TRUE","TRUE","FALSE"
"2202",1000,22,0.23,9,2.3599999,"FALSE","FALSE","TRUE","FALSE"
"2203",1060,45,0.23,7,1.05,"FALSE","FALSE","TRUE","FALSE"
"2204",1190,98,4.94,9,3.5599999,"FALSE","FALSE","TRUE","FALSE"
"2205",1090,71,3.96,18,2.72,"FALSE","TRUE","TRUE","FALSE"
"2206",640,120,5.34,165,1.92,"TRUE","FALSE","FALSE","TRUE"
"2207",880,103,4.01,27,2.2,"FALSE","TRUE","TRUE","FALSE"
"2208",1020,66,3.96,33,1.92,"FALSE","FALSE","FALSE","TRUE"
"2209",1010,67,3.96,37,1.53,"FALSE","TRUE","FALSE","TRUE"
"2210",1410,92,4.09,5,3.72,"FALSE","FALSE","TRUE","FALSE"
"2211",820,84,4.34,59,2.3599999,"FALSE","TRUE","TRUE","FALSE"
"2212",880,43,4.13,53,0.52999997,"FALSE","FALSE","TRUE","FALSE"
"2213",1010,41,4.13,49,2.6099999,"FALSE","TRUE","TRUE","FALSE"
"2214",1240,117,4.09,25,2.5699999,"FALSE","FALSE","FALSE","TRUE"
"2215",890,46,4.13,94,1.61,"FALSE","TRUE","TRUE","FALSE"
"2216",960,48,4.13,123,1.6,"FALSE","FALSE","TRUE","FALSE"
"2217",1140,72,3.96,9,3.04,"FALSE","TRUE","TRUE","FALSE"
"2218",900,115,4.01,77,3.0599999,"FALSE","TRUE","TRUE","FALSE"
"2219",950,15,4.09,14,3.55,"FALSE","TRUE","TRUE","FALSE"
"2220",910,5,4.09,45,3.6099999,"FALSE","TRUE","TRUE","FALSE"
"2221",1150,104,4.09,16,2.9400001,"FALSE","TRUE","FALSE","TRUE"
"2222",1030,46,4.13,52,2.1099999,"FALSE","FALSE","TRUE","FALSE"
"2223",1070,45,4.13,36,2,"FALSE","FALSE","TRUE","FALSE"
"2224",850,42,4.13,183,1.28,"FALSE","FALSE","TRUE","FALSE"
"2225",960,124,4.09,40,1.92,"FALSE","FALSE","TRUE","FALSE"
"2226",1030,69,3.96,4,3.9300001,"FALSE","TRUE","FALSE","TRUE"
"2227",1030,45,4.13,24,2.5799999,"FALSE","TRUE","TRUE","FALSE"
"2228",1040,76,3.96,26,3.28,"FALSE","TRUE","TRUE","FALSE"
"2229",1110,72,3.96,5,3.29,"FALSE","TRUE","TRUE","FALSE"
"2230",950,100,4.01,14,2.5,"FALSE","TRUE","TRUE","FALSE"
"2231",960,115,4.01,40,3.0599999,"FALSE","FALSE","TRUE","FALSE"
"2232",900,8,4.09,66,2.79,"FALSE","FALSE","TRUE","FALSE"
"2233",950,98,4.94,83,2.28,"FALSE","FALSE","TRUE","FALSE"
"2234",1040,88,4.01,22,2.73,"FALSE","TRUE","TRUE","FALSE"
"2235",1020,74,3.96,10,2.54,"FALSE","FALSE","TRUE","FALSE"
"2236",910,45,4.13,44,1.23,"FALSE","TRUE","TRUE","FALSE"
"2237",890,44,0.79,1,1.62,"FALSE","TRUE","FALSE","TRUE"
"2238",1200,74,2.75,10,3.3800001,"FALSE","FALSE","TRUE","FALSE"
"2239",780,42,3.2,38,1.92,"FALSE","TRUE","TRUE","FALSE"
"2240",950,45,3.2,9,2.8800001,"FALSE","TRUE","TRUE","FALSE"
"2241",950,45,2.76,3,2.9400001,"FALSE","TRUE","FALSE","TRUE"
"2242",730,89,2.76,35,2.52,"FALSE","FALSE","FALSE","TRUE"
"2243",880,41,3.2,14,2.6099999,"FALSE","TRUE","TRUE","FALSE"
"2244",1280,106,2.76,3,3.3199999,"FALSE","FALSE","TRUE","FALSE"
"2245",1100,96,3.8,98,2.46,"FALSE","FALSE","TRUE","FALSE"
"2246",890,95,1.06,14,2.47,"FALSE","FALSE","TRUE","FALSE"
"2247",1110,70,1.02,14,1.95,"FALSE","TRUE","FALSE","FALSE"
"2248",1130,89,1.03,4,3.3299999,"FALSE","FALSE","TRUE","FALSE"
"2249",920,100,1.03,11,3.3599999,"FALSE","FALSE","TRUE","FALSE"
"2250",1120,45,3.05,18,3.1700001,"FALSE","FALSE","FALSE","FALSE"
"2251",1070,68,2.7,41,2.3800001,"FALSE","FALSE","TRUE","FALSE"
"2252",1180,41,2.7,3,2.3,"FALSE","FALSE","FALSE","FALSE"
"2253",1140,109,3.25,10,3.0999999,"FALSE","FALSE","FALSE","FALSE"
"2254",870,65,2.7,44,2.48,"FALSE","TRUE","TRUE","FALSE"
"2255",1210,113,3.25,13,2.9400001,"FALSE","FALSE","TRUE","FALSE"
"2256",1090,97,3.5,27,3.04,"FALSE","FALSE","TRUE","FALSE"
"2257",990,100,3.25,8,2.78,"FALSE","FALSE","FALSE","FALSE"
"2258",1110,75,3.68,16,2.74,"FALSE","TRUE","FALSE","FALSE"
"2259",940,17,2.61,40,2.3699999,"FALSE","TRUE","TRUE","FALSE"
"2260",1150,69,3.68,6,3.6400001,"FALSE","FALSE","TRUE","FALSE"
"2261",1000,45,3.58,11,3.1700001,"FALSE","FALSE","TRUE","FALSE"
"2262",980,108,2.61,7,2.8499999,"FALSE","FALSE","TRUE","FALSE"
"2263",930,42,3.58,42,2.6400001,"FALSE","TRUE","FALSE","FALSE"
"2264",1150,45,3.58,3,2.9400001,"FALSE","FALSE","FALSE","FALSE"
"2265",860,41,3.58,108,2.0699999,"FALSE","TRUE","TRUE","FALSE"
"2266",910,43,0.9,15,2.3299999,"FALSE","FALSE","TRUE","FALSE"
"2267",960,42,0.91,20,0.63999999,"FALSE","FALSE","TRUE","FALSE"
"2268",900,41,1.98,66,0.92000002,"FALSE","TRUE","TRUE","FALSE"
"2269",1250,15,2.26,4,3.23,"FALSE","TRUE","TRUE","FALSE"
"2270",1180,74,2.19,8,3.26,"FALSE","FALSE","TRUE","FALSE"
"2271",860,109,2.23,26,2.0699999,"FALSE","FALSE","TRUE","FALSE"
"2272",1050,57,2.19,2,4,"FALSE","TRUE","TRUE","FALSE"
"2273",1010,45,1.98,10,3,"FALSE","FALSE","TRUE","FALSE"
"2274",1190,43,1.98,3,2.3299999,"FALSE","TRUE","TRUE","FALSE"
"2275",1020,64,2.19,14,2.77,"FALSE","FALSE","TRUE","FALSE"
"2276",1290,73,2.19,6,2.9300001,"FALSE","FALSE","TRUE","FALSE"
"2277",910,20,2.26,69,2.3800001,"FALSE","TRUE","TRUE","FALSE"
"2278",1210,45,1.98,1,3.8199999,"FALSE","FALSE","TRUE","FALSE"
"2279",990,1,2.26,57,2.4300001,"FALSE","FALSE","TRUE","FALSE"
"2280",970,8,2.26,58,2.0699999,"FALSE","FALSE","TRUE","FALSE"
"2281",940,14,2.26,35,2.25,"FALSE","TRUE","TRUE","FALSE"
"2282",1310,71,2.19,4,3.9300001,"FALSE","FALSE","TRUE","FALSE"
"2283",1000,44,1.98,24,2.1800001,"FALSE","TRUE","TRUE","FALSE"
"2284",1060,69,2.19,18,2.3299999,"FALSE","TRUE","TRUE","FALSE"
"2285",1000,106,2.23,77,2.03,"FALSE","FALSE","TRUE","FALSE"
"2286",1010,21,2.26,12,3.3499999,"FALSE","TRUE","TRUE","FALSE"
"2287",950,104,2.23,21,2.6900001,"FALSE","TRUE","TRUE","FALSE"
"2288",1080,70,1.12,35,2.97,"FALSE","FALSE","TRUE","FALSE"
"2289",920,75,1.95,27,1.74,"FALSE","TRUE","FALSE","TRUE"
"2290",1220,43,2,9,2.46,"FALSE","FALSE","TRUE","FALSE"
"2291",1040,25,1.92,7,3.1400001,"FALSE","TRUE","TRUE","FALSE"
"2292",880,106,1.77,3,2.49,"FALSE","TRUE","TRUE","FALSE"
"2293",850,20,1.92,16,1.92,"FALSE","FALSE","TRUE","FALSE"
"2294",910,105,1.77,18,2.76,"FALSE","FALSE","FALSE","TRUE"
"2295",1170,83,2.3,13,2.6099999,"TRUE","FALSE","TRUE","FALSE"
"2296",1150,43,2,2,3.0599999,"FALSE","TRUE","FALSE","TRUE"
"2297",990,44,2,23,2.1199999,"FALSE","FALSE","TRUE","FALSE"
"2298",1000,22,2,9,2.72,"FALSE","TRUE","TRUE","FALSE"
"2299",1050,36,0.1,1,2.8900001,"FALSE","TRUE","TRUE","FALSE"
"2300",1160,43,0.1,6,1.73,"FALSE","FALSE","TRUE","FALSE"
"2301",1150,29,0.1,6,3.1500001,"FALSE","FALSE","TRUE","FALSE"
"2302",1030,22,0.1,7,2.72,"FALSE","FALSE","TRUE","FALSE"
"2303",820,71,2.09,49,1.91,"FALSE","TRUE","TRUE","FALSE"
"2304",1140,39,2.4,32,2.1800001,"FALSE","TRUE","TRUE","FALSE"
"2305",1140,44,2.19,11,4,"FALSE","TRUE","TRUE","FALSE"
"2306",980,1,2.2,56,3.1600001,"FALSE","TRUE","TRUE","FALSE"
"2307",1130,66,2.09,39,3.45,"FALSE","FALSE","TRUE","FALSE"
"2308",1010,16,2.4,12,3.1400001,"FALSE","TRUE","TRUE","FALSE"
"2309",1080,110,2.2,11,3.5,"FALSE","TRUE","TRUE","FALSE"
"2310",960,63,2.24,17,2.3,"FALSE","TRUE","TRUE","FALSE"
"2311",1020,72,2.09,20,3.0799999,"FALSE","TRUE","TRUE","FALSE"
"2312",880,68,2.09,58,2.54,"FALSE","TRUE","TRUE","FALSE"
"2313",970,45,2.19,12,3.23,"FALSE","FALSE","TRUE","FALSE"
"2314",830,104,2.2,17,2.6900001,"FALSE","TRUE","TRUE","FALSE"
"2315",1300,106,2.2,6,3.24,"FALSE","TRUE","TRUE","FALSE"
"2316",980,101,2.2,47,2.6700001,"FALSE","TRUE","TRUE","FALSE"
"2317",1220,110,2.2,39,2.21,"FALSE","FALSE","TRUE","FALSE"
"2318",940,115,2.4,77,1.8,"FALSE","TRUE","TRUE","FALSE"
"2319",1120,42,2.19,46,2.78,"FALSE","TRUE","TRUE","FALSE"
"2320",970,105,2.2,72,2.3800001,"FALSE","TRUE","TRUE","FALSE"
"2321",1090,113,2.4,62,2.25,"FALSE","FALSE","TRUE","FALSE"
"2322",1090,11,2.2,78,1.6,"FALSE","FALSE","TRUE","FALSE"
"2323",1150,88,2.2,61,3.01,"FALSE","FALSE","TRUE","FALSE"
"2324",950,100,2.2,51,1.85,"FALSE","TRUE","TRUE","FALSE"
"2325",1040,81,2.4,44,1.45,"FALSE","FALSE","TRUE","FALSE"
"2326",1290,42,2.19,2,4,"FALSE","TRUE","TRUE","FALSE"
"2327",1080,8,2.4,38,2.76,"FALSE","TRUE","TRUE","FALSE"
"2328",1250,44,2.19,4,3.4300001,"FALSE","TRUE","TRUE","FALSE"
"2329",810,88,2.09,21,3.3099999,"FALSE","TRUE","FALSE","TRUE"
"2330",980,43,1.91,36,2.4000001,"FALSE","TRUE","TRUE","FALSE"
"2331",700,42,1.91,124,1.28,"TRUE","FALSE","FALSE","TRUE"
"2332",1030,71,2.11,41,2.27,"FALSE","FALSE","TRUE","FALSE"
"2333",950,63,2.11,79,2.0699999,"FALSE","FALSE","TRUE","FALSE"
"2334",970,44,1.91,20,2.4300001,"FALSE","FALSE","TRUE","FALSE"
"2335",1070,44,1.91,16,2.25,"FALSE","FALSE","TRUE","FALSE"
"2336",1050,113,1.73,8,1.79,"FALSE","TRUE","TRUE","FALSE"
"2337",1030,44,1.91,37,1.1799999,"FALSE","FALSE","FALSE","TRUE"
"2338",1180,72,2.11,14,3.5999999,"FALSE","FALSE","FALSE","FALSE"
"2339",930,22,1.91,50,2.54,"FALSE","TRUE","TRUE","FALSE"
"2340",1280,45,1.91,1,3.05,"FALSE","FALSE","TRUE","FALSE"
"2341",990,84,2.11,53,2.8099999,"FALSE","TRUE","TRUE","FALSE"
"2342",1330,73,2.11,3,3.8499999,"FALSE","FALSE","TRUE","FALSE"
"2343",880,22,1.91,53,1.36,"FALSE","FALSE","TRUE","FALSE"
"2344",1140,89,2.11,4,3.47,"FALSE","FALSE","TRUE","FALSE"
"2345",850,23,1.2,26,2.6700001,"FALSE","FALSE","TRUE","FALSE"
"2346",1060,25,1.2,2,2.3499999,"FALSE","TRUE","TRUE","FALSE"
"2347",1030,72,0.36,8,2.3499999,"FALSE","FALSE","TRUE","FALSE"
"2348",960,76,0.36,6,2.8599999,"FALSE","TRUE","TRUE","FALSE"
"2349",990,61,0.36,18,2.6199999,"FALSE","FALSE","TRUE","FALSE"
"2350",980,16,0.23,5,3.22,"FALSE","FALSE","TRUE","FALSE"
"2351",1030,89,0.25,12,2.3800001,"FALSE","FALSE","TRUE","FALSE"
"2352",940,68,0.36,11,2.77,"FALSE","TRUE","TRUE","FALSE"
"2353",1230,113,0.33,3,2.8499999,"FALSE","TRUE","TRUE","FALSE"
"2354",1120,67,0.36,8,2.3,"FALSE","FALSE","TRUE","FALSE"
"2355",1020,12,0.23,8,3,"FALSE","TRUE","TRUE","FALSE"
"2356",1110,31,1.76,3,3.6400001,"FALSE","FALSE","TRUE","FALSE"
"2357",1340,70,1.25,3,2.28,"FALSE","FALSE","TRUE","FALSE"
"2358",950,105,1.76,14,2.9100001,"FALSE","TRUE","TRUE","FALSE"
"2359",1100,113,1.21,8,2.6500001,"FALSE","TRUE","TRUE","FALSE"
"2360",1000,41,0.37,21,1.6900001,"FALSE","FALSE","TRUE","FALSE"
"2361",1240,76,0.4,1,3.8399999,"FALSE","FALSE","TRUE","FALSE"
"2362",1000,70,0.4,9,2.5599999,"FALSE","FALSE","TRUE","FALSE"
"2363",1020,32,0.39,12,2.5,"FALSE","FALSE","TRUE","FALSE"
"2364",1010,13,2.76,46,3.1800001,"FALSE","TRUE","TRUE","FALSE"
"2365",980,33,3.24,41,2.75,"FALSE","TRUE","TRUE","FALSE"
"2366",860,43,3.24,78,3,"FALSE","TRUE","TRUE","FALSE"
"2367",1020,7,2.76,15,3.3599999,"FALSE","FALSE","TRUE","FALSE"
"2368",990,72,2.38,59,2.27,"FALSE","TRUE","TRUE","FALSE"
"2369",910,64,2.38,73,2.72,"FALSE","FALSE","TRUE","FALSE"
"2370",1130,18,2.76,85,2.6500001,"FALSE","FALSE","TRUE","FALSE"
"2371",930,21,2.76,64,2.3099999,"FALSE","TRUE","TRUE","FALSE"
"2372",1170,46,3.24,67,2.6600001,"FALSE","FALSE","TRUE","FALSE"
"2373",1020,42,3.24,193,3,"FALSE","FALSE","TRUE","FALSE"
"2374",1080,117,2.76,9,3.9300001,"FALSE","FALSE","TRUE","FALSE"
"2375",960,44,3.24,125,1.8099999,"FALSE","FALSE","TRUE","FALSE"
"2376",810,43,3.24,105,0.86000001,"FALSE","FALSE","TRUE","FALSE"
"2377",810,19,2.76,104,2.1099999,"FALSE","TRUE","FALSE","TRUE"
"2378",880,44,3.24,34,2.5,"FALSE","TRUE","TRUE","FALSE"
"2379",1190,101,2.83,8,3.4300001,"FALSE","FALSE","TRUE","FALSE"
"2380",1160,27,2.76,37,2.7,"FALSE","FALSE","TRUE","FALSE"
"2381",950,124,2.76,31,2.3199999,"FALSE","FALSE","TRUE","FALSE"
"2382",1080,22,3.24,16,3.27,"FALSE","TRUE","TRUE","FALSE"
"2383",1020,43,3.24,236,2.3299999,"FALSE","FALSE","TRUE","FALSE"
"2384",1170,74,2.38,8,3.24,"FALSE","TRUE","TRUE","FALSE"
"2385",900,5,2.76,106,2.51,"FALSE","TRUE","TRUE","FALSE"
"2386",1180,33,3.24,37,3.1600001,"FALSE","FALSE","TRUE","FALSE"
"2387",1150,46,3.23,18,3.1600001,"FALSE","TRUE","TRUE","FALSE"
"2388",1270,44,3.24,142,2,"FALSE","FALSE","TRUE","FALSE"
"2389",1090,41,3.24,149,1.15,"FALSE","FALSE","TRUE","FALSE"
"2390",1050,44,3.24,80,0.87,"FALSE","FALSE","TRUE","FALSE"
"2391",1170,69,2.38,5,3.9100001,"FALSE","TRUE","TRUE","FALSE"
"2392",1050,22,3.24,111,2.6300001,"FALSE","TRUE","TRUE","FALSE"
"2393",1080,73,2.38,44,3.3199999,"FALSE","TRUE","TRUE","FALSE"
"2394",1140,21,2.76,20,2.9000001,"FALSE","FALSE","TRUE","FALSE"
